name,score
LITEON IT LMT-256L9M,4014
SanDisk SD7SN6S128G1122,4014
KingstonSA400S37/120G,4013
INTEL SSDSCKGF256A5 256GB,4012
Radeon R3 SSD R3SL240G,4012
Seagate BarraCuda Q1 SSD ZA480CV10001,4012
Kingston HyperX 3K 240GB SH103S3240G,4011
SanDisk SD7SB7S512G1122,4011
SCCTS-603-128G SSD,4011
SanDisk SD8TB8U-256G-1006,4009
TOSHIBA THNSNH512GDNT,4009
SAMSUNG SSD SM841 mSATA,4008
ADATA XPG SX900 256GB,4007
LITEONIT LMT-256M6M-41 mm,4007
Patriot Ignite,4007
Hanye-Q55-512GSY04,4005
TOSHIBA THNSNJ256G8NU,4005
RevuAhn 900G 256GB,4004
DGM SSD 240GB S3-240A,4003
Intel SSD DC S3500 480GB,4002
Samsung Portable SSD T5,4002
Samsung SSD 840 PRO Series,4002
SanDisk X400,4002
SATA CVB-8D256,4002
TOSHIBA THNSNJ256GCSU,4002
ADROITLARK SSD 480GB,4001
CT1000MX 500SSD1,4001
KINGSMAN SSD 512GB,4001
KINGSTON SKC400S371T,4001
SAMSUNG MZNLN256HMHQ-000,4001
"SAMSUNG SSD SM841 2.5"" 7mm 512GB",4001
SanDisk SD7SN3Q512G1002,4001
Verbatim Vi560 S3 512GB SSD,4000
Intel SSD Pro 5400s 240GB M.2,3999
Patriot Torch II,3999
Samsung SSD 840 EVO 500GB mSATA,3998
HFS256G39MND-3310A,3997
VK0240GDPVR,3997
ADATA SU630,3996
FUHLER C2004 120GB,3996
Samsung SSD 860 EVO mSATA 500GB,3996
SuperNT S13D,3996
TEAM L5 LITE SSD 480GB,3996
"Intel SSD Pro 5400s 512GB 2.5""",3995
ADATA SU650NS38,3994
SAMSUNG SSD SM841N mSATA 256GB SED,3994
MENGMI SSD 240GB,3993
KINGSTON RBU-SNS8152S3512GG2,3992
LITEON IT LCS-256L9S-11 2.5 7mm 256GB,3992
SanDisk SD8TB8U-512G-1006,3992
TEAM T253TD240G,3992
TOSHIBA THNSNJ128G8NU,3992
MTFDDAK256TBN-1AR1ZABHA,3991
ORIGIN Inception TLC830 Series 1TB,3991
Seagate ST15G2TM8S00,3991
LITEON IT LCS-25,3990
VisionTek GoDrive 256GB,3990
BIWIN SSD 480GB,3989
OCZ Vertex 4 512GB,3989
SanDisk SD7TB6S256G1001,3989
SUNEAST SE800 SSD 512GB,3989
TOSHIBA THNSNH256GMCT,3988
HS-SSD-E100N42 512G,3987
MTFDDAK256TDL-1AW1ZABHA,3987
PLEXTOR PX-256M6G-2280,3987
Intel SSD Pro 2500 256GB,3986
LITEONIT LMT-256L9M-11 MM,3986
SSD256GBS800,3986
Focal FC700 512GB SSD,3985
GIGABYTE GP-GSTFS31960GNTD-V,3984
Crucial MX300 750GB SSD,3983
Seagate ST15G2SS4D02I,3983
Lexar SSD NM100 512GB,3982
SAMSUNG 256GB MZ7PC256HAFU,3981
GOFATOO 128GB SSD,3980
Samsung SSD PM881 NVMe 256GB,3979
SUNEAST SE800 SSD 320GB,3979
IBIW NAS084V1M-015G2,3978
Intel SSD DC S3710 800GB,3978
WDC PC SA530 SDATN8Y256G1001,3978
Fanxiang S109 1TB,3977
Crucial BX500 500GB SSD,3976
IPLEX SSD 256GB,3976
SSD2SC480G1CS2754D117-514,3976
SUNEAST SE800 SSD 128GB,3976
GXNVME128,3975
"Intel SSD 540s 240GB 2.5""",3974
GIGABYTE GP-GSTFS30512GTTD,3973
IBSOAT R1S062-65BG,3973
Micron_1100_MTFDDAV256TBN5,3972
MTFDDAK512MBF-1A,3971
Acer RE100 128GB SSD,3970
PNY CS13 11 480GB SSD,3970
AVSSDS3E 100Z-120GB,3969
LITEONIT LCM-256M3S,3969
DIERYA SSD 1TB,3968
Intel SSD 535 180GB M.2,3968
WDC WDBN CE2500PNC,3968
SMI DISK,3967
Intel SSD DC S3610 400GB,3966
SAMSUNG MZ7LN256HMJP-000L2,3966
SanDisk SD8SB8U5,3966
SK hynix SC313 HFS256G39TNF-N3A0A,3966
MTFDDAK5 12MBF-1AN1ZABHA,3965
EDGE E3 SSD,3964
LITEONIT LCS-256L9S-11 2.5 7mm 256GB,3964
SAMSUNG SSD SM841N mSATA 512GB,3964
ADATA SU810NS38 256 GB,3963
Foxin 128GB,3962
FPT310M4SSD256G,3962
TOSHIBA THNSNS256GMCP,3962
KingDian N480-120GB,3961
PLEXTOR PX-256M6M,3961
Samsung SSD 860 EVO 250GB,3960
SCCTS-603-512G SSD,3960
SK hynix SC313 HFS256G32TNF-N3A0A,3960
WD Blue SA510 2.5 2TB,3960
MTFDDAK2 56MBF-1AN15ABHA,3959
S11-512G-PHISON-SSD-B27,3959
SEAGATE ST480FP0021,3959
Mushkin Chronos Deluxe 500GB MKNSSDCR500GB-DX,3958
VisionTek 120GB mSATA,3958
Mushkin Triactor 3DX 120GB MKNSSDTR120GB-3DX,3957
HP SSD M 700 240GB,3956
MTFDDAV512TBN-1AR15FCHA,3955
SanDisk SD8SB8U1T002000,3955
MTFDDAK256TDL-1AW1ZABFA,3954
SAMSUNG MZ7WD480HAGM-000D3,3953
TRO-SSD7-250GB-PRO,3951
SanDisk SD7SN6S-512G-1006,3950
SanDisk SDSSDXPS480G,3950
KINGSTON SHSS37A960G,3949
SSD2SC24 0G5LC726B104-298,3949
Micron M500 480GB MTFDDAK480MAV,3948
SAMSUNG MZNTN512HDJH-00000,3948
SAMSUNG SSD PM871 M.2 2280 256GB SED,3948
PLEXTOR PX-512M6S,3947
SanDisk SD7SB6S256G1122,3947
TOSHIBA THNSNJ512G8NY,3947
TOSHIBA THNSNS128GCSP,3947
LITEONIT LCS-512M6S 2.5 7mm 512GB,3946
ADATA SP550 960GB SSD,3944
LITEONIT LCS-256M6S 2.5 7mm 256GB,3944
MTFDDAK2T0TBN-1AR1ZABHA,3944
SanDisk SD9SB8W256G1014,3944
Micron 1300 256GB,3942
Apacer AST220 120GB,3941
Samsung SSD 850 EVO 250GB,3940
Micron 1100 MTFDDAV256TBN,3938
T-CREATE T253TA001T,3938
Lite-On 240GB SSD PH6-CE240,3937
VK0600GDUTQ,3936
WINTEC 240GB3 SF2281 SSD,3936
SAMSUNG MZNLN256HMHQ-000H7,3934
SanDisk X400 2.5 7MM 256,3932
Daten DS500M,3931
DREVO D1 SSD,3931
M.2 1TB,3930
SanDisk SDSSDXPS960G,3930
"Intel SSD DC S3700 400GB 2.5""",3929
LITEONIT LMT-256M6M,3929
Micron M600 MTFDDAY256MBF,3929
SanDisk SD8SN8U128G1122,3929
DREVO X1 SSD,3928
S11-256G-PHISON-SSD-B47,3928
CT4000MX500SSD1,3927
Seagate ST240FP0021,3927
T-FORCE 250GB,3927
SK hynix SC308,3926
V-GEN05SM21AR128SDKM2 128GB,3926
Lexar SSD NM100 128GB,3925
SCY 256GB N10C,3924
G537N 256G,3923
Seagate ST15G2TM8S03S,3923
SSM28128GPTCB3B-S112611,3923
Plextor M3 512GB PX-512M3,3922
LITEON CV8-8E512-11 512GB,3921
OCZ Vertex 460 480GB,3921
PLEXTOR PX-256G7Ne,3921
S11-256G-PHISON-DVS-B27,3921
Timetec 35TTM8SSATA-256G,3920
G537N 512G,3918
RevuAhn_850X1_512GB,3917
TOSHIBA THNSNJ512GCSY,3917
"Intel SSD 535 360GB 2.5""",3916
SAMSUNG MZ7LF192HCGS-000L1,3916
CT960BX200SSD1,3915
EX280473RUS,3915
LITEONIT LMT-256,3914
Transcend TS512GSS D370S,3913
ADATA XPG SX900 512GB,3912
Firebat FSTE30-512GB,3912
SK hynix SC300B HFS256G39MND-3510B,3912
LITEON CV8-8E512,3911
SAMSUNG MZNLN256HMHQ-00007,3911
SanDisk SD7SB6S-256G,3911
WD Green 2.5 2TB,3911
LITEONIT LMT-256M6M mSATA 256GB,3909
ZSS01DA02C,3909
PLEXTOR PX-512M6V,3908
Transcend TS512GSS D370,3907
SAMSUNG MZMPC256HAFU-000,3906
EZLINK CV-6 512GB,3905
OVA Breeze 120GB,3905
SanDisk SD8SB8U256G1122,3904
TOSHIBA THNSNJ1T02CSX,3904
W800SH 512GB SSD,3904
FCCT480M500SSD1,3902
JAJS600M1TB,3902
SCY SNM4T1G51200D 512GB,3902
Timetec 35TTM8SSATA-128G,3902
KINGSTON SHFR200240G,3901
Seagate ST84G0TM4S02S,3901
VisionTek 250GB M.2,3901
PLEXTOR PX-256M8VG,3900
KINGSTON OM8P0S3256Q-A0,3899
LITEONIT LCT-512,3899
LITEON LCH-512V2S-11 2.5 7mm 512GB,3897
MTFDDAK1T0MBF,3897
OCZ-VECTOR,3897
Patriot Burst,3897
SEAGATE ST240FP0,3896
CSSD-S6M512CG3VZ,3895
UNIX,3895
HFS128G39MNC-3310A,3894
Micron M550 SSD 256GB,3893
TOSHIBA KSG60ZMV512G,3893
Seagate STT1SS4D07K,3892
Transcend TS512GSSD370S,3892
NOVASTAR SSD 240GB,3890
ZOTAC ZTSSD-A5P-240G,3890
Apacer AS340 220GB,3889
MTFDDAV2 56MBF-1AN15ABHA,3889
SanDisk SD8SB8U-256G-1006,3888
SK hynix SC300B 256GB,3888
KINGSTON KINGSTON SV300S3,3887
OCZ-TRIO N100,3887
PLEXTOR PX-128M6G+,3887
CSSD-S6B480CG4VX,3885
SSD2SC24 0G5LC709B121-511,3885
KLEVV SSD NEO N600 M.2 240GB,3884
Mushkin ECO3 480GB MKNSSDE3480GB,3884
NT-512 2242,3884
"Intel SSD 530 240GB 2.5""",3883
LITEON LGH-512V2G-11 M.2 2280 512GB,3883
NT-1TB,3882
Kingspeed 256GB,3881
Samsung SSD 850 EVO mSAT,3881
LITEON LMH-512V2M-11 MSATA 512GB,3880
SanDisk SD7SB6S-128G-100,3879
SK hynix SH920 2.55,3879
TOSHIBA THNSNH128GMCT,3879
Samsung SSD 860 EVO mSAT,3877
SK hynix SC300 M.2 2280 256GB,3877
Crucial BX100 1TB SSD,3876
Corsair Neutron XT SSD,3875
Oxillo SSD 120GB,3875
Patriot Ignite M2,3875
Micron 5300 MTFDDAK240TDS,3874
SPCC Solid State Diss,3874
TOSHIBA THNSNF128GMCS,3874
RevuAhn 256GB,3873
Samsung SSD 750 EVO 500GB,3873
Samsung SSD 840 EVO 500GB,3873
AVSSDE100ZZ-240GB,3872
KINGSTON SKC300S37A180G,3872
SAMSUNG SSD SM841N 2.5,3872
SK hynix SC300 mSATA 512GB,3872
MTFDDAK256MBF-1AN1ZABHA,3871
SanDisk SD7SB3Q256G,3871
Extrememory XLR8_EX120BB,3869
SanDisk SDSSDXPS240G,3869
SK hynix SC300 256GB,3869
VK0480GDPVT,3869
INTEL SSDSCKKR120H6,3868
SK hynix SH920 2.5 7MM 256GB,3868
Samsung SSD 750,3866
Seagate ST15G2SS2D03S,3866
Transcend TS480GSSD220S,3865
IRIDIUM PRO,3864
INTENS SSD 128GB,3863
MKNSSDS2128GB,3863
SK hynix SC401 256GB,3863
OCZ Vertex 3 240GB,3862
SAMSUNG MZNLN256HAJQ-000,3862
SanDisk SD8TN8U-256G-1006,3862
Transcend TS512GSSD230S,3861
V Series SSD 1TB-1000GB,3861
SHGS31-500GS-2,3860
FORESEE G500F256GB,3859
Lenovo SSD ST510 120G,3859
Netac SSD 360GB,3859
TOSHIBA THNSNH128GBST,3859
WALTON WS1512 512GB SSD,3859
CT120BX300SSD1,3858
SAMSUNG SSD SM84,3858
Corsair Force LE,3857
DERLER SSD 480GB,3857
KINGSTON SA400M8480G,3857
SanDisk SDSSDXP240G,3857
SAMSUNG MZ7PD256HCGM-000H7,3856
SanDisk SD7SN6S512G1001,3856
Intel SSD 535 360GB M.2,3855
LITEONIT LCS-256M6S 2.5,3855
OCZ INTREPID 3700,3855
PNY CS22 11 480GB SSD,3854
SanDisk SD7SB7S512G1001,3854
Mushkin Reactor 500GB MKNSSDRE500GB,3853
Mushkin Triactor 3D 1TB MKNSSDTR1TB-3D,3853
OCZ Vertex 3 LP 240GB,3853
PNY CS2211 480GB SSD,3853
Mushkin Striker 960GB MKNSSDST960GB,3852
SUNEAST SSD SE800 640GB,3852
PLEXTOR PX-512M6Pro,3850
PLEXTOR PX-256M5M,3849
INTEL SSDSC2KB480G7,3847
KINGSTON SMS200S3240G,3847
Micron 1100 MTFDDAK256TBN,3845
SAMSUNG MZ7TY128HDHP-000,3844
LITEON CV3-8D512,3843
LITEONIT LMT-256L9M-11 MSATA 256GB,3843
M.2 2280 256GB SSD,3843
QSSD256,3843
SAMSUNG SSD SM841N mSATA,3843
HFS256G39TNH-73A0A,3842
KINGSTON HyperX 3K 120GB,3842
OCZ Vertex 4 128GB,3842
Samsung SSD PM881 2.5 128GB,3842
SSD2SC24 0G5SA754D117-511,3842
FPT310M4SSD512G,3840
INTEL SSDSCKHW240A4,3839
SSD2SC48 0G5LC763C121S511,3839
VTP256GSSD3,3839
tigo SSD 256GB,3838
LITEONIT LCS-512M6S 2.5,3837
OCZ-ARC100,3837
MTFDDAK256MBF-1AN15ABHA,3836
W800S 256GB,3836
ADATA SP550 480GB SSD,3835
KDS480G-L21,3835
LITEON CV1-8B256,3835
FIKWOT FN203 256GB,3834
Plextor M5 512GB PX-512M5,3834
RUNENG 240GB SSD,3834
XIEDE 480GB,3834
KINGSTON OM4P0S3128Q-A0,3833
Samsung SSD 850 EVO mSATA 250GB,3832
SPCC Solid State Dis,3830
Micron 5100 MTFDDAK480TCB,3829
PLEXTOR PX-256S2C,3829
LITEON CV1-DB256,3828
SAMSWEET SSD SM863 256GB,3828
LITEON CV3-8D512-11 512GB,3827
V-GEN08SM20AR128SDKM2 128GB,3827
EDILOCA EN206 256GB,3826
Fanxiang S201 1TB,3825
Lexar SSD NM100 256GB,3824
PLEXTOR PX-256S2G,3824
TOSHIBA THNSNJ256GCST,3824
Neo Forza NSN025SA356-Y01Q2R0,3823
CUSU C300 1TB,3822
HFS128G39MNC-3510A,3822
KINGSTON SKC300S37A240G,3822
R7SL240G,3822
BIWIN SSD 128GB,3821
CT480BX200SSD1,3821
KINGSTON SUV400S37240G,3821
OCZ-VERT EX3 MI,3821
EDILOCA EN206 2TB,3820
Transcend TS1TSSD370,3819
APPLE SSD SM0128F,3816
Flyjie AK-800 120GB SSD,3816
Intel SSD DC S3710 200GB,3816
VK0480GDJXV,3816
intecko INTKSSD1 512GB,3815
Seagate STT1SS4D27,3815
LITEONIT LCT-512L9S-11 2.5 7mm 512GB,3814
LITEONIT LMT-19nmBGA-128G,3814
TOSHIBA THNSNH256GCST,3812
MCR-BM200-240,3811
Plextor M3 256GB PX-256M3,3811
SAMSUNG MZ7PD256HAFV-000H7,3811
SanDisk SD8SN8U-128G-100,3810
NT-1TB 2280,3809
OCZ Deneva 2 480GB D2CSTK251M11-0480,3808
Fujitsu F100-256GB,3807
LITEONIT LGT-256M6G,3807
SAMSUNG MZ7WD480HCGM-00003,3806
TOSHIBA THNSNJ128GMCT,3806
SAMSUNG MZVLV128HCGR-000L1,3805
FORESEE XS300F256G,3804
KINGSTON SUV400S37480G,3803
Corsair Neutron SSD 256GB,3802
DIERYA SSD 500GB,3802
WD240G(240GB),3802
ADATA IM2S3168 128GB SSD,3801
FIKWOT FN203 1TB,3801
GeIL ZENITH S3-240GB,3801
V-GEN10SM19AR120SDK 120GB,3801
HJDK SSD 128GB,3800
LITEON CV1-8B256-HP,3800
LITEONIT LCS-256M6S,3800
SAMSUNG SSD PM871 mSATA,3800
EDILOCA EN206 512GB,3799
MTFDDAV256TDL-1AW1ZABFA,3799
SanDisk SDSSDHII120G,3799
Kingston HyperX 3K 480GB SH103S3480G,3798
SanDisk SD9SN8W128G,3798
TOSHIBA THNSFJ25,3798
HFS256G32TNH-73A0A,3796
OCZ-VECT OR,3795
Lexar SSD NS100 1TB,3794
SanDisk SD7SN3Q256G1002,3794
TEAM T2531TB,3794
SAMSUNG MZNLH256HAJD-00A07,3793
ADATA SP900 Pro 512GB SSD,3792
M.2 2280-256GB SSD,3792
MTFDDAK2 56MAY-1AH12ABHA,3792
SAMSUNG SSD SM841 SED mSATA 256GB,3792
CT500BX1 00SSD1,3791
KINGSTON SUV500480G,3791
Seagate Nytro Client 141 ZA256CM10002,3791
Crucial MX300 2TB SSD,3790
KINGSTON RBUSNS4180S3256GG,3790
Mushkin Reactor LT 512GB MKNSSDRE512GB-LT,3790
OCZ Vertex 3 Max IOPS 240GB,3789
SAMSUNG MZNLN256HMHQ-000H1,3789
Samsung SSD PM881 NVMe 128GB,3789
SSD2SC480G1CS2754D117-533,3789
SUPERSONIC512,3788
KINGSTON SV300S37A480G,3787
SSDSC2KB480G7R,3787
ADATA SU750,3786
HFS250G32TND-3112A,3784
ADATA SU800 256GB SSD,3783
SanDisk SD6SP1M256G1012,3782
SanDisk SD8SB8U1T001122,3782
BIOSTAR S160-512GB,3781
SAMSUNG SSD PM871a M.2 2280 256GB,3781
SAMSUNG MZ7LN256HMJP-000H1,3779
BIOSTAR S100-240GB,3778
Corsair Force GT,3778
AGI AI178R 256GB SSD,3777
Apacer AST280 480GB,3777
Intel 335 240GB SSDSC2CT240A4,3777
SAMSUNG MZ7KM240HMHQ-00005,3777
FPT310M8SSD512G,3776
SEBICS25SA512G,3776
Intel SSD Pro 1500 180GB M.2,3775
Corsair Neutron,3774
Micron M500 960GB MTFDDAK960MAV,3774
"SAMSUNG SSD SM841 2.5"" 7mm 256GB",3774
Crucial MX200 250GB SSD,3773
Apacer AS330 120GB,3772
HFS256G32MNB-2202A,3772
KUIJIA DK500/120GB,3772
P300-MTFDDAC050SAL,3772
Teclast 240GB A850,3772
TOSHIBA THNSNF128GCSS,3771
APS-SL3N-512,3770
LITEONIT S200 256GB LCM-256M3S,3769
LITEON IT LMT-256L9M-11 MSATA 256GB,3768
Netac SSD 500GB,3768
Samsung SSD 850 EVO 120GB,3768
LITEON CV8-CE256-11 256GB,3767
PNY CS900 960GB SSD,3767
TOSHIBA THNSN9240GESG,3767
KINGSTON KINGSTON SUV400S,3766
OCZ-TRION150,3766
FURY 128GB,3765
INTENSO III SSD,3765
SanDisk SD8SB8U128G1002,3765
DX480SB,3764
GIGABYTE GP-GSTFS31256GTND,3763
TEAML5Lite3D240G,3763
TRO-SSD7-500GB-P,3763
CORSAIR FORCE LX SSD,3762
Corsair Performa,3762
HFS250G3 2TND-N1A2A,3762
Intel SSD Pro 2500 512GB,3762
LITEONIT LJT-128L6G-11 M.2 2260 128GB,3762
Micron 1100 512GB SED,3761
SAMSUNG SSD SM841N 2.5 7,3760
SSD SLC 120GB,3760
APPLE SSD SM256E,3759
KOWIN KAE2000A256NS47,3759
LITEON IT LDS-256L9S,3759
OCZ-ARC1 00,3759
Lexar SSD NS100 512GB,3758
PNY SSD2SC240GD4DH08B-T,3758
SAMSUNG SSD PM83,3758
Seagate ST52G6TM8S03S,3758
BIOSTAR S100-480GB,3756
IBIW NSC8EA0A101-015G2,3756
Intel SSD Pro 2500 180GB M.2,3756
Micron M600 MTFDDAK256MB,3756
SAMSUNG SSD PM85,3756
ADATA SP920 Pro 512GB SSD,3755
FOXLINE FLDMHS064G,3755
Kinricun 256GB,3755
HX512GSSDM2,3754
LITEONIT LMT-128L9M-11 MSATA 128GB,3753
SAMSUNG MZ7WD480,3753
LITEONIT LITEONIT LCS-128,3752
LITEONIT LJT-256L6G-11 M.2 2260 256GB,3752
TOSHIBA THNSNJ128GCSU,3752
RevuAhn M880K256GB,3751
APPLE SSD SD0128F,3750
Geonix Gold Edition 256GB,3750
Kingchuxing 2TB,3750
Micron 1100 256GB,3750
SAMSUNG MZNLN256HMHQ-00000,3750
ADATA DP900 256GB SSD,3749
LAPCARE,3749
SAMSUNG MZ7PD128HAFV-000,3749
Kingchuxing 128GB,3748
SAMSUNG SSD SM841 mSATA 256GB,3748
Seagate ST52G6TM8S00,3748
Self Reliant 512GB SSD,3746
Lexar SSD NQ100 480GB,3744
M.2 512G,3744
RS512GSSD310,3744
Samsung SSD 860 QVO 4TB,3744
Apacer SM230 25 1TB,3743
Blackpcs SSDPro,3743
GC480,3743
KUU-512GB,3743
ADATA SU660NS38,3741
Micron_M510_MSATA_256GB,3741
W800S 512GB,3741
Apacer AS330 240GB,3740
KINGSTON OM8S1S3128K-AH,3740
LITEONIT 256GB LMT-256M3M,3739
CONSISTENT M.2 001TB,3738
Drevo X1 pro 1TB,3738
PowerX G3 256GB SSD,3738
Sony SSD SLW-MG2-M01,3738
ADATA SP550 240GB SSD,3737
SAMSUNG MZ7LN512HCHP-00000,3737
CT120BX3 00SSD1,3736
TOSHIBA THNSNH51,3736
PLEXTOR PX-256M6S+,3733
LITEONIT LMH-256V2M-41 MSATA 256GB SED,3732
Mushkin Triactor 480GB MKNSSDTR480GB,3732
SanDisk SD8SN8U-128G-1016,3732
Acer SSD RE 100 2.5 512GB,3731
CF400 512GB,3731
LITEON CV3-CE512-11 512GB,3731
MTFDDAK512MBF,3731
CSSD-S6O480NCG1Q,3730
PLEXTOR PX-256M6,3730
PowerX G3 512GB SSD,3730
SAMSUNG MZ7WD120HCFV-00003,3730
SAMSUNG MZNTN512HDJH-000L2,3730
SAMSUNG SSD PM830 FDE 2.,3730
KINGSTON SUV500240G,3729
OCZ-VERT EX4,3729
GN-SSD-SH/240GB,3727
APPLE SSD SM512E,3726
PLEXTOR PX-512M7VG,3726
Crucial MX300 275GB SSD,3725
Timetec 30TT253X2 256GB SSD,3725
Apacer A S610S 120GB,3723
MKNSSDSR1TB-D8,3723
SAMSUNG MZ7LN256HMJP-000H7,3723
Dahua C800 2.5 inch 512GB SSD,3722
Intel SSD 545s 256GB M.2,3722
Plextor M2P 256GB PX-256M2P,3722
SAMSUNG MZ7LN256HCHP-000F0,3722
SAMSUNG MZVLV128HCGR-00000,3722
SanDisk SDMSATA128G,3722
SSD2SC240GD2DH16T-T,3722
Crucial M500 480GB SSD,3721
OCZ-VERT EX460A,3721
HFS128G3AMNB-2200A,3719
LSI MR9341-8i,3718
Mushkin Triactor 3D 512GB MKNSSDTR512GB-3D,3718
PNY CS2040 256GB SSD,3718
SAMSUNG MZ7TN512HDHP-00000,3718
SAMSUNG SSD CM871a 2.5 7mm 256GB,3718
SanDisk SDSSDX24,3718
SAMSUNG MZ7LN256HMJP-000L7,3717
ADATA SU630 960GB SSD,3716
PLEXTOR PX-256M7VG,3715
NTech MX600 SSD,3713
SanDisk SDSSDX240GG25,3713
Mushkin Reactor LT 500GB MKNSSDRE500GB-LT,3712
Samsung SSD PM871 M.2 22,3711
SanDisk SD6SN1M256G1002,3711
Seagate ST52G6SM2A03S,3711
HP SSD M700 240GB,3710
KINGSTON RBU-SC400S37256G,3710
KINGSTON SE50S3480G,3710
LITEONIT LCS-256L9S-11 2,3710
LITEONIT LMT-19nmBGA-256G-DS,3710
T-FORCE 1TB,3710
BR 128GB,3709
KINGSTON SHSS37A480G,3708
"S930P PRO 2.5"" 512GB",3707
MTFDDAK256MBF-1A,3706
SAMSUNG SSD PM871 mSATA 256GB SED,3706
TOSHIBA- TR200,3706
Micron 5100 MTFDDAV240TCB,3705
Transcend SSD720 256GB TS256GSSD720,3705
ADATA IM2S3164 256GB SSD,3704
SanDisk SD7SB3Q256G1002,3704
TEAM TM8PS7002T,3704
Seagate ST21G8TM5S06T,3703
LITEON LMH-256V2M-11 MM,3702
Micron M550 SSD 128GB,3702
MKNSSDRW1TB,3702
SAMSUNG MZNTD128HAGM-000KN,3702
Seagate ST52G6SS3D07S,3702
TOSHIBA THNSN9480GESG,3702
SSV7,3701
LITEON IT LMT-128L9M,3700
LuminouTek 512GB,3699
SSD2SC480G1SA754D117-542,3699
ADATA SU900 512GB SSD,3698
Wdxsky W31-512G,3698
Crucial MX100 512GB SSD,3697
YHJC YHS200A512DN27,3697
PELADN 256GB,3696
TOSHIBA- TL100,3695
Bestoss S201 1TB,3694
Dogfish SSD 1TB,3694
KINGSTON SQ500S37480G,3694
"Intel SSD DC S3700 200GB 2.5""",3693
MCR-BM400-480,3693
SanDisk SDSSDXPS,3693
Crucial M500 960GB SSD,3692
TEAM L5 SSD 240GB,3691
PNY 2TB SSD,3690
SAMSUNG SSD SM841 SED mS,3690
KINGSTON SUV500MS240G,3689
Lexar SSD NQ100 960GB,3689
MidasForce SSD 128GB,3689
SAMSUNG MZ7LN256HAJQ-000H1,3689
SKhynix SC300 HFS256G32MND-3210A,3688
DX240SB,3687
NS256GSSD330,3687
Crucial M550 512GB SSD,3686
LITEON CV8-8E256-11 256GB,3686
PNY CS900 250GB SSD,3686
SSDS30256XQC800134237,3686
SanDisk SD8SN8U128G1001,3685
FATTYDOVE SSD 240GB,3684
Hitachi HUGWORLD SSD 1TB,3684
mSata Smartbuy 128GB,3684
Lenovo SSD SL700 480G,3683
Optane+224GBSSD,3683
SanDisk SD6SB2M256G1022I,3683
SSDSC2KG240G8R,3683
P3-2TB,3682
SATA SSD,3682
Aireye S2 128GB SSD,3681
Pichau Gaming PG512X,3681
TEAM T253TD480G,3681
ZSPEED SSD 240GB,3681
Seagate STT4TM8S03S,3680
KINGSTON SA400S37960G,3679
SAMSUNG MZNLN256HAJQ-000L7,3679
SanDisk SD7SB7S010T1122,3679
SEAGATE Barracuda 500GB Drive,3679
Seagate STT2SS2D02Q,3679
TEAM M8P SSD 512GB,3679
ZSPEED SSD 120GB,3679
ADATA SU740,3678
HYNIX HFS120G32MNM,3678
SanDisk X400 M.2 2280 128GB,3678
BIOSTAR S120-256GB,3677
IDATA 256GB,3677
SAMSUNG MZNLN256HAJQ-000L2,3677
aSsmnu gSS D48 0RP OeSirse,3676
Kingston HyperX 480GB SH100S3480G,3676
KINGSTON SKC600MS256G,3676
LITEONIT LMT-256M6M-41 mSATA 256GB SED,3675
SanDisk SD6SB2M512G1022I,3675
Timetec 35TTM8SSATA-1TB,3675
YHS200A512MW27 512GB,3675
Seagate ST240HM000,3673
ADATA SX 910,3672
HYN1TB,3672
FPT310M4SSD128G,3670
G537NQ 1T,3670
Micron M600 MTFDDAK512MBF,3669
LDS2000G7GB,3668
LITEON CV3-8D512-41 512GB SED,3668
ADATA SU720,3667
SAMSUNG MZNLN256HAJQ-00007,3667
SAMSUNG SSD PM871a 2.5 7mm 256GB,3667
SK hynix SH920 2,3667
SUKAI 256GB,3666
Fc700 256GB,3665
SAMSUNG MZNLN256HAJQ-000H7,3665
Fujitsu SSD256GB,3664
NGFF 2280 256GB SSD,3664
Samsung SSD 850 EVO mSATA 120GB,3664
Intel SSD Pro 5450s 256GB M.2,3663
SanDisk SD8SN8U128G1002,3663
SUNEAST SE900 512GB,3663
NS512GSSD340,3662
INTEL SSDSC2BW180A3D,3661
SAMSUNG SSD PM871b M.2 2280 256GB,3661
Seagate ST52G0TM4S52S,3661
SAMSUNG MZ7PD256HAFV-000,3660
LITEON CV8-8E256,3659
LITEON LCH-256V2S,3659
LITEONIT LMT-19nmBGA-128G-DS,3659
SSD 256,3659
SUNEAST SE800 NGFF 120GB,3659
Cruicial CT250BX100SSD1,3658
Golderfir T650-30GB,3658
"imation 2.5""3 240GB SSD A320",3658
KOWIN KWCMS100256,3658
SanDisk SDSSDXP480G,3657
Hoodisk Industrial 128GB SSD,3656
HS-SSD-WAVE(S) 512G,3656
LITEONIT 256GB LAT-256M3S,3656
Samsung SSD 840 PRO Seri,3656
SAMSUNG SSD PM830 2.5 256GB,3656
WUXIN G5 512GB,3656
KINGSTON OM8P0S3512B-A0,3655
SSD2SC240G5LC726B104-298,3655
LITEONIT LCT-256M3S 2.5,3653
SanDisk X600 2.5 7MM 128GB,3653
EDILOCA EN206 1TB,3652
Intel SSD 540s 120GB M.2,3652
LITEON CV1-CC256,3652
XR0480GEBLV,3652
SanDisk SD9SN8W128G1002,3651
Seagate ST15G2SS3D07,3651
Intel SSD Pro 5450s 180GB M.2,3650
